#Top: top_module   Floorplan: impl_1   Part: xczu7ev-ffvc1156-2-e
#Generated by: PC   on: Sat Feb 15 16:59:46 2025
#Build: Vivado v2024.1.2   by: xbuild   on: Thu Sep  5 14:37:11 MDT 2024
#Package Version: PRODUCTION 1.2 10/30/2017
#Package Pin Delay Version: PRODUCTION 1.0 9/2/2016

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,OFFSET_CONTROL,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM_ADV,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
504,AJ30,PS8_X0Y0,PS_DDR_A7_504,157.650,159.235,,,,,,,,,,,,,,,,,,,,,
504,AJ31,PS8_X0Y0,PS_DDR_A8_504,157.282,158.863,,,,,,,,,,,,,,,,,,,,,
504,AH31,PS8_X0Y0,PS_DDR_A9_504,157.047,158.625,,,,,,,,,,,,,,,,,,,,,
504,AE25,PS8_X0Y0,PS_DDR_ACT_N_504,153.859,155.405,,,,,,,,,,,,,,,,,,,,,
504,AB26,PS8_X0Y0,PS_DDR_ALERT_N_504,43.671,44.110,,,,,,,,,,,,,,,,,,,,,
504,AE27,PS8_X0Y0,PS_DDR_BA0_504,153.783,155.329,,,,,,,,,,,,,,,,,,,,,
504,AE28,PS8_X0Y0,PS_DDR_BA1_504,154.814,156.370,,,,,,,,,,,,,,,,,,,,,
504,AD27,PS8_X0Y0,PS_DDR_BG0_504,154.283,155.833,,,,,,,,,,,,,,,,,,,,,
504,AF27,PS8_X0Y0,PS_DDR_BG1_504,154.981,156.539,,,,,,,,,,,,,,,,,,,,,
504,AL31,PS8_X0Y0,PS_DDR_CK0_504,170.570,172.284,,,,,,,,,,,,,,,,,,,,,
504,AL30,PS8_X0Y0,PS_DDR_CK1_504,171.113,172.833,,,,,,,,,,,,,,,,,,,,,
504,AN33,PS8_X0Y0,PS_DDR_CKE0_504,160.641,162.255,,,,,,,,,,,,,,,,,,,,,
504,AH32,PS8_X0Y0,PS_DDR_CKE1_504,156.074,157.642,,,,,,,,,,,,,,,,,,,,,
504,AN32,PS8_X0Y0,PS_DDR_CK_N0_504,170.252,171.964,,,,,,,,,,,,,,,,,,,,,
504,AL32,PS8_X0Y0,PS_DDR_CK_N1_504,170.809,172.525,,,,,,,,,,,,,,,,,,,,,
504,AP33,PS8_X0Y0,PS_DDR_CS_N0_504,174.595,176.349,,,,,,,,,,,,,,,,,,,,,
504,AK32,PS8_X0Y0,PS_DDR_CS_N1_504,156.703,158.277,,,,,,,,,,,,,,,,,,,,,
504,AN24,PS8_X0Y0,PS_DDR_DM0_504,152.530,154.063,,,,,,,,,,,,,,,,,,,,,
504,AM29,PS8_X0Y0,PS_DDR_DM1_504,143.445,144.886,,,,,,,,,,,,,,,,,,,,,
504,AH24,PS8_X0Y0,PS_DDR_DM2_504,109.289,110.387,,,,,,,,,,,,,,,,,,,,,
504,AJ29,PS8_X0Y0,PS_DDR_DM3_504,120.479,121.690,,,,,,,,,,,,,,,,,,,,,
504,AD29,PS8_X0Y0,PS_DDR_DM4_504,91.662,92.583,,,,,,,,,,,,,,,,,,,,,
504,Y29,PS8_X0Y0,PS_DDR_DM5_504,87.218,88.094,,,,,,,,,,,,,,,,,,,,,
504,AC32,PS8_X0Y0,PS_DDR_DM6_504,104.972,106.027,,,,,,,,,,,,,,,,,,,,,
504,Y32,PS8_X0Y0,PS_DDR_DM7_504,89.347,90.245,,,,,,,,,,,,,,,,,,,,,
504,AF34,PS8_X0Y0,PS_DDR_DM8_504,120.414,121.624,,,,,,,,,,,,,,,,,,,,,
504,AP27,PS8_X0Y0,PS_DDR_DQ0_504,163.199,164.839,,,,,,,,,,,,,,,,,,,,,
504,AP29,PS8_X0Y0,PS_DDR_DQ10_504,159.272,160.873,,,,,,,,,,,,,,,,,,,,,
504,AP28,PS8_X0Y0,PS_DDR_DQ11_504,157.058,158.637,,,,,,,,,,,,,,,,,,,,,
504,AM31,PS8_X0Y0,PS_DDR_DQ12_504,156.451,158.023,,,,,,,,,,,,,,,,,,,,,
504,AP31,PS8_X0Y0,PS_DDR_DQ13_504,162.651,164.286,,,,,,,,,,,,,,,,,,,,,
504,AN31,PS8_X0Y0,PS_DDR_DQ14_504,157.823,159.409,,,,,,,,,,,,,,,,,,,,,
504,AM30,PS8_X0Y0,PS_DDR_DQ15_504,148.096,149.585,,,,,,,,,,,,,,,,,,,,,
504,AF25,PS8_X0Y0,PS_DDR_DQ16_504,97.668,98.650,,,,,,,,,,,,,,,,,,,,,
504,AG25,PS8_X0Y0,PS_DDR_DQ17_504,99.322,100.321,,,,,,,,,,,,,,,,,,,,,
504,AG26,PS8_X0Y0,PS_DDR_DQ18_504,115.347,116.506,,,,,,,,,,,,,,,,,,,,,
504,AJ25,PS8_X0Y0,PS_DDR_DQ19_504,107.688,108.771,,,,,,,,,,,,,,,,,,,,,
504,AP25,PS8_X0Y0,PS_DDR_DQ1_504,177.093,178.873,,,,,,,,,,,,,,,,,,,,,
504,AG24,PS8_X0Y0,PS_DDR_DQ20_504,101.260,102.278,,,,,,,,,,,,,,,,,,,,,
504,AK25,PS8_X0Y0,PS_DDR_DQ21_504,120.909,122.124,,,,,,,,,,,,,,,,,,,,,
504,AJ24,PS8_X0Y0,PS_DDR_DQ22_504,110.907,112.021,,,,,,,,,,,,,,,,,,,,,
504,AK24,PS8_X0Y0,PS_DDR_DQ23_504,117.357,118.537,,,,,,,,,,,,,,,,,,,,,
504,AH28,PS8_X0Y0,PS_DDR_DQ24_504,121.926,123.152,,,,,,,,,,,,,,,,,,,,,
504,AH27,PS8_X0Y0,PS_DDR_DQ25_504,119.826,121.031,,,,,,,,,,,,,,,,,,,,,
504,AJ27,PS8_X0Y0,PS_DDR_DQ26_504,123.928,125.173,,,,,,,,,,,,,,,,,,,,,
504,AK27,PS8_X0Y0,PS_DDR_DQ27_504,129.013,130.310,,,,,,,,,,,,,,,,,,,,,
504,AL26,PS8_X0Y0,PS_DDR_DQ28_504,147.657,149.141,,,,,,,,,,,,,,,,,,,,,
504,AL27,PS8_X0Y0,PS_DDR_DQ29_504,141.432,142.854,,,,,,,,,,,,,,,,,,,,,
504,AP26,PS8_X0Y0,PS_DDR_DQ2_504,158.710,160.305,,,,,,,,,,,,,,,,,,,,,
504,AH29,PS8_X0Y0,PS_DDR_DQ30_504,120.434,121.644,,,,,,,,,,,,,,,,,,,,,
504,AL28,PS8_X0Y0,PS_DDR_DQ31_504,137.380,138.760,,,,,,,,,,,,,,,,,,,,,
504,AB29,PS8_X0Y0,PS_DDR_DQ32_504,85.038,85.892,,,,,,,,,,,,,,,,,,,,,
504,AB30,PS8_X0Y0,PS_DDR_DQ33_504,88.911,89.805,,,,,,,,,,,,,,,,,,,,,
504,AC29,PS8_X0Y0,PS_DDR_DQ34_504,90.973,91.887,,,,,,,,,,,,,,,,,,,,,
504,AD32,PS8_X0Y0,PS_DDR_DQ35_504,111.621,112.743,,,,,,,,,,,,,,,,,,,,,
504,AC31,PS8_X0Y0,PS_DDR_DQ36_504,97.867,98.850,,,,,,,,,,,,,,,,,,,,,
504,AE30,PS8_X0Y0,PS_DDR_DQ37_504,100.870,101.884,,,,,,,,,,,,,,,,,,,,,
504,AC28,PS8_X0Y0,PS_DDR_DQ38_504,95.357,96.315,,,,,,,,,,,,,,,,,,,,,
504,AE29,PS8_X0Y0,PS_DDR_DQ39_504,99.469,100.469,,,,,,,,,,,,,,,,,,,,,
504,AM26,PS8_X0Y0,PS_DDR_DQ3_504,151.713,153.237,,,,,,,,,,,,,,,,,,,,,
504,AC27,PS8_X0Y0,PS_DDR_DQ40_504,77.285,78.061,,,,,,,,,,,,,,,,,,,,,
504,AA27,PS8_X0Y0,PS_DDR_DQ41_504,64.526,65.175,,,,,,,,,,,,,,,,,,,,,
504,AA28,PS8_X0Y0,PS_DDR_DQ42_504,67.922,68.604,,,,,,,,,,,,,,,,,,,,,
504,AB28,PS8_X0Y0,PS_DDR_DQ43_504,74.869,75.622,,,,,,,,,,,,,,,,,,,,,
504,W27,PS8_X0Y0,PS_DDR_DQ44_504,64.860,65.512,,,,,,,,,,,,,,,,,,,,,
504,W29,PS8_X0Y0,PS_DDR_DQ45_504,78.677,79.468,,,,,,,,,,,,,,,,,,,,,
504,W28,PS8_X0Y0,PS_DDR_DQ46_504,78.345,79.133,,,,,,,,,,,,,,,,,,,,,
504,V27,PS8_X0Y0,PS_DDR_DQ47_504,63.424,64.061,,,,,,,,,,,,,,,,,,,,,
504,AA32,PS8_X0Y0,PS_DDR_DQ48_504,98.814,99.807,,,,,,,,,,,,,,,,,,,,,
504,AA33,PS8_X0Y0,PS_DDR_DQ49_504,99.317,100.316,,,,,,,,,,,,,,,,,,,,,
504,AP24,PS8_X0Y0,PS_DDR_DQ4_504,175.334,177.096,,,,,,,,,,,,,,,,,,,,,
504,AA34,PS8_X0Y0,PS_DDR_DQ50_504,99.478,100.478,,,,,,,,,,,,,,,,,,,,,
504,AE34,PS8_X0Y0,PS_DDR_DQ51_504,125.812,127.077,,,,,,,,,,,,,,,,,,,,,
504,AD34,PS8_X0Y0,PS_DDR_DQ52_504,123.110,124.348,,,,,,,,,,,,,,,,,,,,,
504,AB31,PS8_X0Y0,PS_DDR_DQ53_504,99.587,100.588,,,,,,,,,,,,,,,,,,,,,
504,AC34,PS8_X0Y0,PS_DDR_DQ54_504,106.142,107.208,,,,,,,,,,,,,,,,,,,,,
504,AC33,PS8_X0Y0,PS_DDR_DQ55_504,100.300,101.308,,,,,,,,,,,,,,,,,,,,,
504,AA30,PS8_X0Y0,PS_DDR_DQ56_504,82.701,83.532,,,,,,,,,,,,,,,,,,,,,
504,Y30,PS8_X0Y0,PS_DDR_DQ57_504,77.151,77.926,,,,,,,,,,,,,,,,,,,,,
504,AA31,PS8_X0Y0,PS_DDR_DQ58_504,85.300,86.157,,,,,,,,,,,,,,,,,,,,,
504,W30,PS8_X0Y0,PS_DDR_DQ59_504,77.357,78.135,,,,,,,,,,,,,,,,,,,,,
504,AL25,PS8_X0Y0,PS_DDR_DQ5_504,151.947,153.474,,,,,,,,,,,,,,,,,,,,,
504,Y33,PS8_X0Y0,PS_DDR_DQ60_504,97.641,98.622,,,,,,,,,,,,,,,,,,,,,
504,W33,PS8_X0Y0,PS_DDR_DQ61_504,91.437,92.356,,,,,,,,,,,,,,,,,,,,,
504,W34,PS8_X0Y0,PS_DDR_DQ62_504,95.665,96.626,,,,,,,,,,,,,,,,,,,,,
504,Y34,PS8_X0Y0,PS_DDR_DQ63_504,104.268,105.316,,,,,,,,,,,,,,,,,,,,,
504,AF32,PS8_X0Y0,PS_DDR_DQ64_504,124.579,125.831,,,,,,,,,,,,,,,,,,,,,
504,AE32,PS8_X0Y0,PS_DDR_DQ65_504,121.906,123.131,,,,,,,,,,,,,,,,,,,,,
504,AH33,PS8_X0Y0,PS_DDR_DQ66_504,120.929,122.144,,,,,,,,,,,,,,,,,,,,,
504,AE33,PS8_X0Y0,PS_DDR_DQ67_504,121.772,122.996,,,,,,,,,,,,,,,,,,,,,
504,AF33,PS8_X0Y0,PS_DDR_DQ68_504,120.362,121.572,,,,,,,,,,,,,,,,,,,,,
504,AH34,PS8_X0Y0,PS_DDR_DQ69_504,129.657,130.960,,,,,,,,,,,,,,,,,,,,,
504,AM25,PS8_X0Y0,PS_DDR_DQ6_504,150.856,152.372,,,,,,,,,,,,,,,,,,,,,
504,AJ34,PS8_X0Y0,PS_DDR_DQ70_504,134.363,135.713,,,,,,,,,,,,,,,,,,,,,
504,AK34,PS8_X0Y0,PS_DDR_DQ71_504,147.962,149.449,,,,,,,,,,,,,,,,,,,,,
504,AM24,PS8_X0Y0,PS_DDR_DQ7_504,152.898,154.435,,,,,,,,,,,,,,,,,,,,,
504,AM28,PS8_X0Y0,PS_DDR_DQ8_504,146.238,147.707,,,,,,,,,,,,,,,,,,,,,
504,AN28,PS8_X0Y0,PS_DDR_DQ9_504,152.775,154.310,,,,,,,,,,,,,,,,,,,,,
504,AN27,PS8_X0Y0,PS_DDR_DQS_N0_504,151.192,152.712,,,,,,,,,,,,,,,,,,,,,
504,AP30,PS8_X0Y0,PS_DDR_DQS_N1_504,163.645,165.290,,,,,,,,,,,,,,,,,,,,,
504,AJ26,PS8_X0Y0,PS_DDR_DQS_N2_504,111.053,112.169,,,,,,,,,,,,,,,,,,,,,
504,AK29,PS8_X0Y0,PS_DDR_DQS_N3_504,133.700,135.043,,,,,,,,,,,,,,,,,,,,,
504,AD31,PS8_X0Y0,PS_DDR_DQS_N4_504,103.412,104.452,,,,,,,,,,,,,,,,,,,,,
504,Y28,PS8_X0Y0,PS_DDR_DQS_N5_504,81.015,81.829,,,,,,,,,,,,,,,,,,,,,
504,AB34,PS8_X0Y0,PS_DDR_DQS_N6_504,99.701,100.703,,,,,,,,,,,,,,,,,,,,,
504,W32,PS8_X0Y0,PS_DDR_DQS_N7_504,82.122,82.947,,,,,,,,,,,,,,,,,,,,,
504,AG34,PS8_X0Y0,PS_DDR_DQS_N8_504,119.809,121.013,,,,,,,,,,,,,,,,,,,,,
504,AN26,PS8_X0Y0,PS_DDR_DQS_P0_504,151.276,152.796,,,,,,,,,,,,,,,,,,,,,
504,AN29,PS8_X0Y0,PS_DDR_DQS_P1_504,162.830,164.466,,,,,,,,,,,,,,,,,,,,,
504,AH26,PS8_X0Y0,PS_DDR_DQS_P2_504,111.205,112.323,,,,,,,,,,,,,,,,,,,,,
504,AK28,PS8_X0Y0,PS_DDR_DQS_P3_504,132.435,133.766,,,,,,,,,,,,,,,,,,,,,
504,AD30,PS8_X0Y0,PS_DDR_DQS_P4_504,103.480,104.520,,,,,,,,,,,,,,,,,,,,,
504,Y27,PS8_X0Y0,PS_DDR_DQS_P5_504,81.073,81.888,,,,,,,,,,,,,,,,,,,,,
504,AB33,PS8_X0Y0,PS_DDR_DQS_P6_504,100.795,101.808,,,,,,,,,,,,,,,,,,,,,
504,W31,PS8_X0Y0,PS_DDR_DQS_P7_504,81.846,82.669,,,,,,,,,,,,,,,,,,,,,
504,AG33,PS8_X0Y0,PS_DDR_DQS_P8_504,120.763,121.977,,,,,,,,,,,,,,,,,,,,,
504,AP32,PS8_X0Y0,PS_DDR_ODT0_504,164.694,166.350,,,,,,,,,,,,,,,,,,,,,
504,AJ32,PS8_X0Y0,PS_DDR_ODT1_504,156.346,157.918,,,,,,,,,,,,,,,,,,,,,
504,AA26,PS8_X0Y0,PS_DDR_PARITY_504,150.971,152.489,,,,,,,,,,,,,,,,,,,,,
504,AD26,PS8_X0Y0,PS_DDR_RAM_RST_N_504,58.596,59.185,,,,,,,,,,,,,,,,,,,,,
504,AC26,PS8_X0Y0,PS_DDR_ZQ_504,49.268,49.763,,,,,,,,,,,,,,,,,,,,,
504,AE26,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,,
504,AE31,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,,
504,AG27,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,,
504,AG32,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,,
504,AJ28,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,,
504,AJ33,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,,
504,AL29,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,,
,U17,SYSMONE4_X0Y0,VN,58.520,59.108,,,,,,,,,,,,,,,,,,,,,
,T18,SYSMONE4_X0Y0,VP,64.730,65.381,,,,,,,,,,,,,,,,,,,,,
,A1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,A34,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,A4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA22,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,,
,AA23,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,,
,AA29,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA8,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,,
,AB1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB10,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,,
,AB11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB21,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,,
,AB22,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,,
,AB23,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,,
,AB24,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,,
,AB25,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,,
,AB27,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,AB9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC21,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,,
,AC22,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,,
,AC23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC24,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,,
,AC25,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,,
,AC3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC8,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,,
,AD1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD21,,VCCINT_VCU,,,,,,,,,,,,,,,,,,,,,,,
,AD22,,VCCINT_VCU,,,,,,,,,,,,,,,,,,,,,,,
,AD23,,VCCINT_VCU,,,,,,,,,,,,,,,,,,,,,,,
,AD24,,VCCINT_VCU,,,,,,,,,,,,,,,,,,,,,,,
,AD25,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD28,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD33,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,AE10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF24,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF29,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,AF7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH25,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,AH7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AJ8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK31,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AK6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,AK7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL24,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AL9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM27,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AM6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,AM7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN25,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AN7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP34,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,AP6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,AP7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,B12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,B17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,B2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,B22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,B27,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,B7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,C10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,C15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,C20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,C30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,C5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,D18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,D23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,D33,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,D8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,E11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,E26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,F1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,F14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,F19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,F2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,F29,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,F3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,G17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,G22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,G3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,G32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,G4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,G5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,H1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,H10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,H2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,H25,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,H5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,J13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,J18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
