#Top: top_module   Floorplan: impl_1   Part: xczu7ev-ffvc1156-2-e
#Generated by: PC   on: Sat Feb 15 16:59:46 2025
#Build: Vivado v2024.1.2   by: xbuild   on: Thu Sep  5 14:37:11 MDT 2024
#Package Version: PRODUCTION 1.2 10/30/2017
#Package Pin Delay Version: PRODUCTION 1.0 9/2/2016

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,OFFSET_CONTROL,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM_ADV,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
66,AP10,IOB_X2Y158,IO_L2P_T0L_N2_66,186.811,188.689,,,,,,,,,,,,,,,,,,,,,
66,AP11,IOB_X2Y161,IO_L3N_T0L_N5_AD15N_66,180.959,182.778,,,,,,,,,,,,,,,,,,,,,
66,AN11,IOB_X2Y160,IO_L3P_T0L_N4_AD15P_66,175.675,177.440,,,,,,,,,,,,,,,,,,,,,
66,AN8,IOB_X2Y163,IO_L4N_T0U_N7_DBC_AD7N_66,193.410,195.354,,,,,,,,,,,,,,,,,,,,,
66,AN9,IOB_X2Y162,IO_L4P_T0U_N6_DBC_AD7P_66,192.537,194.472,,,,,,,,,,,,,,,,,,,,,
66,AM10,IOB_X2Y165,IO_L5N_T0U_N9_AD14N_66,181.818,183.645,,,,,,,,,,,,,,,,,,,,,
66,AM11,IOB_X2Y164,IO_L5P_T0U_N8_AD14P_66,177.241,179.022,,,,,,,,,,,,,,,,,,,,,
66,AM8,IOB_X2Y167,IO_L6N_T0U_N11_AD6N_66,195.484,197.449,,,,,,,,,,,,,,,,,,,,,
66,AM9,IOB_X2Y166,IO_L6P_T0U_N10_AD6P_66,189.548,191.453,,,,,,,,,,,,,,,,,,,,,
66,AL13,IOB_X2Y170,IO_L7N_T1L_N1_QBC_AD13N_66,163.733,165.378,,,,,,,,,,,,,,,,,,,,,
66,AK13,IOB_X2Y169,IO_L7P_T1L_N0_QBC_AD13P_66,163.080,164.719,,,,,,,,,,,,,,,,,,,,,
66,AL10,IOB_X2Y172,IO_L8N_T1L_N3_AD5N_66,179.274,181.076,,,,,,,,,,,,,,,,,,,,,
66,AL11,IOB_X2Y171,IO_L8P_T1L_N2_AD5P_66,174.129,175.879,,,,,,,,,,,,,,,,,,,,,
66,AL12,IOB_X2Y174,IO_L9N_T1L_N5_AD12N_66,163.386,165.028,,,,,,,,,,,,,,,,,,,,,
66,AK12,IOB_X2Y173,IO_L9P_T1L_N4_AD12P_66,163.127,164.767,,,,,,,,,,,,,,,,,,,,,
66,AL8,IOB_X2Y176,IO_L10N_T1U_N7_QBC_AD4N_66,189.590,191.496,,,,,,,,,,,,,,,,,,,,,
66,AK8,IOB_X2Y175,IO_L10P_T1U_N6_QBC_AD4P_66,189.131,191.031,,,,,,,,,,,,,,,,,,,,,
66,AK10,IOB_X2Y178,IO_L11N_T1U_N9_GC_66,172.191,173.922,,,,,,,,,,,,,,,,,,,,,
66,AJ10,IOB_X2Y177,IO_L11P_T1U_N8_GC_66,170.932,172.650,,,,,,,,,,,,,,,,,,,,,
66,AK9,IOB_X2Y180,IO_L12N_T1U_N11_GC_66,183.552,185.396,,,,,,,,,,,,,,,,,,,,,
66,AJ9,IOB_X2Y179,IO_L12P_T1U_N10_GC_66,183.490,185.334,,,,,,,,,,,,,,,,,,,,,
66,AJ12,IOB_X2Y183,IO_L13N_T2L_N1_GC_QBC_66,156.064,157.633,,,,,,,,,,,,,,,,,,,,,
66,AJ11,IOB_X2Y185,IO_L14N_T2L_N3_GC_66,170.805,172.522,,,,,,,,,,,,,,,,,,,,,
66,AH11,IOB_X2Y184,IO_L14P_T2L_N2_GC_66,169.468,171.171,,,,,,,,,,,,,,,,,,,,,
66,AH13,IOB_X2Y187,IO_L15N_T2L_N5_AD11N_66,172.880,174.618,,,,,,,,,,,,,,,,,,,,,
66,AG13,IOB_X2Y186,IO_L15P_T2L_N4_AD11P_66,173.014,174.752,,,,,,,,,,,,,,,,,,,,,
66,AH9,IOB_X2Y189,IO_L16N_T2U_N7_QBC_AD3N_66,165.403,167.065,,,,,,,,,,,,,,,,,,,,,
66,AG9,IOB_X2Y188,IO_L16P_T2U_N6_QBC_AD3P_66,164.115,165.764,,,,,,,,,,,,,,,,,,,,,
66,AG10,IOB_X2Y191,IO_L17N_T2U_N9_AD10N_66,154.371,155.922,,,,,,,,,,,,,,,,,,,,,
66,AG11,IOB_X2Y190,IO_L17P_T2U_N8_AD10P_66,154.330,155.881,,,,,,,,,,,,,,,,,,,,,
66,AG8,IOB_X2Y193,IO_L18N_T2U_N11_AD2N_66,166.037,167.706,,,,,,,,,,,,,,,,,,,,,
66,AF8,IOB_X2Y192,IO_L18P_T2U_N10_AD2P_66,159.330,160.931,,,,,,,,,,,,,,,,,,,,,
66,AF10,IOB_X2Y196,IO_L19N_T3L_N1_DBC_AD9N_66,152.629,154.162,,,,,,,,,,,,,,,,,,,,,
66,AF11,IOB_X2Y195,IO_L19P_T3L_N0_DBC_AD9P_66,151.328,152.849,,,,,,,,,,,,,,,,,,,,,
66,AE14,IOB_X2Y198,IO_L20N_T3L_N3_AD1N_66,136.329,137.699,,,,,,,,,,,,,,,,,,,,,
66,AD14,IOB_X2Y197,IO_L20P_T3L_N2_AD1P_66,132.001,133.328,,,,,,,,,,,,,,,,,,,,,
66,AF13,IOB_X2Y200,IO_L21N_T3L_N5_AD8N_66,151.433,152.955,,,,,,,,,,,,,,,,,,,,,
66,AE13,IOB_X2Y199,IO_L21P_T3L_N4_AD8P_66,146.327,147.797,,,,,,,,,,,,,,,,,,,,,
66,AD12,IOB_X2Y202,IO_L22N_T3U_N7_DBC_AD0N_66,149.379,150.881,,,,,,,,,,,,,,,,,,,,,
66,AC12,IOB_X2Y201,IO_L22P_T3U_N6_DBC_AD0P_66,149.333,150.834,,,,,,,,,,,,,,,,,,,,,
66,AF12,IOB_X2Y204,IO_L23N_T3U_N9_66,149.457,150.959,,,,,,,,,,,,,,,,,,,,,
66,AE12,IOB_X2Y203,IO_L23P_T3U_N8_66,149.187,150.686,,,,,,,,,,,,,,,,,,,,,
66,AC13,IOB_X2Y206,IO_L24N_T3U_N11_66,148.248,149.738,,,,,,,,,,,,,,,,,,,,,
66,AB13,IOB_X2Y205,IO_L24P_T3U_N10_66,144.613,146.066,,,,,,,,,,,,,,,,,,,,,
66,AB12,,VREF_66,,,,,,,,,,,,,,,,,,,,,VREF_66,0.60,
66,AF9,,VCCO_66,,,,,,,,,,,,,,,,,,,,,VCCO_66,1.20,
66,AG12,,VCCO_66,,,,,,,,,,,,,,,,,,,,,VCCO_66,1.20,
66,AK11,,VCCO_66,,,,,,,,,,,,,,,,,,,,,VCCO_66,1.20,
67,C14,IOB_X2Y220,IO_T0U_N12_VRP_67,156.348,157.919,,,,,,,,,,,,,,,,,,,,,
67,E13,IOB_X2Y233,IO_T1U_N12_67,158.390,159.982,,,,,,,,,,,,,,,,,,,,,
67,J19,IOB_X2Y246,IO_T2U_N12_67,110.324,111.432,,,,,,,,,,,,,,,,,,,,,
67,J20,IOB_X2Y259,IO_T3U_N12_67,98.561,99.551,,,,,,,,,,,,,,,,,,,,,
67,A16,IOB_X2Y209,IO_L1N_T0L_N1_DBC_67,165.023,166.682,,,,,,,,,,,,,,,,,,,,,
67,A17,IOB_X2Y208,IO_L1P_T0L_N0_DBC_67,165.055,166.713,,,,,,,,,,,,,,,,,,,,,
67,B15,IOB_X2Y211,IO_L2N_T0L_N3_67,155.951,157.518,,,,,,,,,,,,,,,,,,,,,
67,B16,IOB_X2Y210,IO_L2P_T0L_N2_67,157.343,158.925,,,,,,,,,,,,,,,,,,,,,
67,A14,IOB_X2Y213,IO_L3N_T0L_N5_AD15N_67,171.270,172.992,,,,,,,,,,,,,,,,,,,,,
67,A15,IOB_X2Y212,IO_L3P_T0L_N4_AD15P_67,173.311,175.053,,,,,,,,,,,,,,,,,,,,,
67,B13,IOB_X2Y215,IO_L4N_T0U_N7_DBC_AD7N_67,166.303,167.974,,,,,,,,,,,,,,,,,,,,,
67,B14,IOB_X2Y214,IO_L4P_T0U_N6_DBC_AD7P_67,166.064,167.733,,,,,,,,,,,,,,,,,,,,,
67,C12,IOB_X2Y219,IO_L6N_T0U_N11_AD6N_67,165.221,166.882,,,,,,,,,,,,,,,,,,,,,
67,C13,IOB_X2Y218,IO_L6P_T0U_N10_AD6P_67,167.096,168.776,,,,,,,,,,,,,,,,,,,,,
67,C16,IOB_X2Y222,IO_L7N_T1L_N1_QBC_AD13N_67,149.581,151.085,,,,,,,,,,,,,,,,,,,,,
67,D16,IOB_X2Y221,IO_L7P_T1L_N0_QBC_AD13P_67,148.577,150.070,,,,,,,,,,,,,,,,,,,,,
67,C17,IOB_X2Y224,IO_L8N_T1L_N3_AD5N_67,131.689,133.013,,,,,,,,,,,,,,,,,,,,,
67,D17,IOB_X2Y223,IO_L8P_T1L_N2_AD5P_67,134.385,135.736,,,,,,,,,,,,,,,,,,,,,
67,E17,IOB_X2Y226,IO_L9N_T1L_N5_AD12N_67,133.260,134.600,,,,,,,,,,,,,,,,,,,,,
67,E18,IOB_X2Y225,IO_L9P_T1L_N4_AD12P_67,130.706,132.019,,,,,,,,,,,,,,,,,,,,,
67,F13,IOB_X2Y228,IO_L10N_T1U_N7_QBC_AD4N_67,150.058,151.566,,,,,,,,,,,,,,,,,,,,,
67,G14,IOB_X2Y227,IO_L10P_T1U_N6_QBC_AD4P_67,150.614,152.128,,,,,,,,,,,,,,,,,,,,,
67,D14,IOB_X2Y230,IO_L11N_T1U_N9_GC_67,141.960,143.387,,,,,,,,,,,,,,,,,,,,,
67,D15,IOB_X2Y229,IO_L11P_T1U_N8_GC_67,141.627,143.050,,,,,,,,,,,,,,,,,,,,,
67,E14,IOB_X2Y232,IO_L12N_T1U_N11_GC_67,134.266,135.616,,,,,,,,,,,,,,,,,,,,,
67,E15,IOB_X2Y231,IO_L12P_T1U_N10_GC_67,134.637,135.990,,,,,,,,,,,,,,,,,,,,,
67,F16,IOB_X2Y235,IO_L13N_T2L_N1_GC_QBC_67,120.481,121.692,,,,,,,,,,,,,,,,,,,,,
67,F17,IOB_X2Y234,IO_L13P_T2L_N0_GC_QBC_67,120.786,122.000,,,,,,,,,,,,,,,,,,,,,
67,F15,IOB_X2Y237,IO_L14N_T2L_N3_GC_67,137.421,138.802,,,,,,,,,,,,,,,,,,,,,
67,G15,IOB_X2Y236,IO_L14P_T2L_N2_GC_67,137.530,138.912,,,,,,,,,,,,,,,,,,,,,
67,G19,IOB_X2Y239,IO_L15N_T2L_N5_AD11N_67,110.537,111.648,,,,,,,,,,,,,,,,,,,,,
67,H19,IOB_X2Y238,IO_L15P_T2L_N4_AD11P_67,110.203,111.311,,,,,,,,,,,,,,,,,,,,,
67,H17,IOB_X2Y241,IO_L16N_T2U_N7_QBC_AD3N_67,120.465,121.676,,,,,,,,,,,,,,,,,,,,,
67,H18,IOB_X2Y240,IO_L16P_T2U_N6_QBC_AD3P_67,121.165,122.383,,,,,,,,,,,,,,,,,,,,,
67,F18,IOB_X2Y243,IO_L17N_T2U_N9_AD10N_67,110.654,111.766,,,,,,,,,,,,,,,,,,,,,
67,G18,IOB_X2Y242,IO_L17P_T2U_N8_AD10P_67,110.915,112.030,,,,,,,,,,,,,,,,,,,,,
67,G16,IOB_X2Y245,IO_L18N_T2U_N11_AD2N_67,121.650,122.873,,,,,,,,,,,,,,,,,,,,,
67,H16,IOB_X2Y244,IO_L18P_T2U_N10_AD2P_67,129.670,130.973,,,,,,,,,,,,,,,,,,,,,
67,K20,IOB_X2Y248,IO_L19N_T3L_N1_DBC_AD9N_67,97.970,98.954,,,,,,,,,,,,,,,,,,,,,
67,L20,IOB_X2Y247,IO_L19P_T3L_N0_DBC_AD9P_67,97.882,98.866,,,,,,,,,,,,,,,,,,,,,
67,J15,IOB_X2Y250,IO_L20N_T3L_N3_AD1N_67,124.614,125.867,,,,,,,,,,,,,,,,,,,,,
67,J16,IOB_X2Y249,IO_L20P_T3L_N2_AD1P_67,125.185,126.444,,,,,,,,,,,,,,,,,,,,,
67,J17,IOB_X2Y252,IO_L21N_T3L_N5_AD8N_67,97.831,98.815,,,,,,,,,,,,,,,,,,,,,
67,K17,IOB_X2Y251,IO_L21P_T3L_N4_AD8P_67,97.843,98.827,,,,,,,,,,,,,,,,,,,,,
67,K15,IOB_X2Y254,IO_L22N_T3U_N7_DBC_AD0N_67,98.639,99.630,,,,,,,,,,,,,,,,,,,,,
67,L15,IOB_X2Y253,IO_L22P_T3U_N6_DBC_AD0P_67,98.909,99.903,,,,,,,,,,,,,,,,,,,,,
67,K18,IOB_X2Y256,IO_L23N_T3U_N9_67,97.587,98.568,,,,,,,,,,,,,,,,,,,,,
67,K19,IOB_X2Y255,IO_L23P_T3U_N8_67,97.307,98.285,,,,,,,,,,,,,,,,,,,,,
67,L16,IOB_X2Y258,IO_L24N_T3U_N11_67,97.444,98.423,,,,,,,,,,,,,,,,,,,,,
67,L17,IOB_X2Y257,IO_L24P_T3U_N10_67,97.932,98.917,,,,,,,,,,,,,,,,,,,,,
67,D13,,VCCO_67,,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,E16,,VCCO_67,,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,H15,,VCCO_67,,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,L18,,VREF_67,,,,,,,,,,,,,,,,,,,,,,,
68,H14,IOB_X2Y272,IO_T0U_N12_VRP_68,95.469,96.428,,,,,,,,,,,,,,,,,,,,,
68,D7,IOB_X2Y285,IO_T1U_N12_68,142.302,143.732,,,,,,,,,,,,,,,,,,,,,
68,G13,IOB_X2Y298,IO_T2U_N12_68,88.769,89.661,,,,,,,,,,,,,,,,,,,,,
68,L13,IOB_X2Y261,IO_L1N_T0L_N1_DBC_68,96.751,97.723,,,,,,,,,,,,,,,,,,,,,
68,M13,IOB_X2Y260,IO_L1P_T0L_N0_DBC_68,95.565,96.525,,,,,,,,,,,,,,,,,,,,,
68,J10,IOB_X2Y263,IO_L2N_T0L_N3_68,101.534,102.554,,,,,,,,,,,,,,,,,,,,,
68,K10,IOB_X2Y262,IO_L2P_T0L_N2_68,99.341,100.339,,,,,,,,,,,,,,,,,,,,,
68,L11,IOB_X2Y265,IO_L3N_T0L_N5_AD15N_68,99.373,100.372,,,,,,,,,,,,,,,,,,,,,
68,L12,IOB_X2Y264,IO_L3P_T0L_N4_AD15P_68,91.018,91.933,,,,,,,,,,,,,,,,,,,,,
68,J11,IOB_X2Y267,IO_L4N_T0U_N7_DBC_AD7N_68,97.210,98.187,,,,,,,,,,,,,,,,,,,,,
68,K12,IOB_X2Y266,IO_L4P_T0U_N6_DBC_AD7P_68,97.427,98.407,,,,,,,,,,,,,,,,,,,,,
68,J14,IOB_X2Y269,IO_L5N_T0U_N9_AD14N_68,74.872,75.625,,,,,,,,,,,,,,,,,,,,,
68,K14,IOB_X2Y268,IO_L5P_T0U_N8_AD14P_68,73.703,74.444,,,,,,,,,,,,,,,,,,,,,
68,K13,IOB_X2Y271,IO_L6N_T0U_N11_AD6N_68,74.042,74.786,,,,,,,,,,,,,,,,,,,,,
68,L14,IOB_X2Y270,IO_L6P_T0U_N10_AD6P_68,75.891,76.654,,,,,,,,,,,,,,,,,,,,,
68,E7,IOB_X2Y274,IO_L7N_T1L_N1_QBC_AD13N_68,136.324,137.694,,,,,,,,,,,,,,,,,,,,,
68,F7,IOB_X2Y273,IO_L7P_T1L_N0_QBC_AD13P_68,137.614,138.997,,,,,,,,,,,,,,,,,,,,,
68,C8,IOB_X2Y276,IO_L8N_T1L_N3_AD5N_68,150.700,152.214,,,,,,,,,,,,,,,,,,,,,
68,C9,IOB_X2Y275,IO_L8P_T1L_N2_AD5P_68,146.096,147.564,,,,,,,,,,,,,,,,,,,,,
68,E8,IOB_X2Y278,IO_L9N_T1L_N5_AD12N_68,131.129,132.447,,,,,,,,,,,,,,,,,,,,,
68,F8,IOB_X2Y277,IO_L9P_T1L_N4_AD12P_68,130.275,131.584,,,,,,,,,,,,,,,,,,,,,
68,D9,IOB_X2Y280,IO_L10N_T1U_N7_QBC_AD4N_68,131.191,132.509,,,,,,,,,,,,,,,,,,,,,
68,E9,IOB_X2Y279,IO_L10P_T1U_N6_QBC_AD4P_68,131.488,132.810,,,,,,,,,,,,,,,,,,,,,
68,G9,IOB_X2Y282,IO_L11N_T1U_N9_GC_68,128.235,129.524,,,,,,,,,,,,,,,,,,,,,
68,H9,IOB_X2Y281,IO_L11P_T1U_N8_GC_68,128.334,129.623,,,,,,,,,,,,,,,,,,,,,
68,F10,IOB_X2Y284,IO_L12N_T1U_N11_GC_68,124.162,125.410,,,,,,,,,,,,,,,,,,,,,
68,G10,IOB_X2Y283,IO_L12P_T1U_N10_GC_68,124.971,126.227,,,,,,,,,,,,,,,,,,,,,
68,G11,IOB_X2Y287,IO_L13N_T2L_N1_GC_QBC_68,102.072,103.098,,,,,,,,,,,,,,,,,,,,,
68,H11,IOB_X2Y286,IO_L13P_T2L_N0_GC_QBC_68,101.510,102.530,,,,,,,,,,,,,,,,,,,,,
68,E10,IOB_X2Y289,IO_L14N_T2L_N3_GC_68,108.754,109.847,,,,,,,,,,,,,,,,,,,,,
68,F11,IOB_X2Y288,IO_L14P_T2L_N2_GC_68,109.478,110.578,,,,,,,,,,,,,,,,,,,,,
68,H12,IOB_X2Y291,IO_L15N_T2L_N5_AD11N_68,89.942,90.845,,,,,,,,,,,,,,,,,,,,,
68,H13,IOB_X2Y290,IO_L15P_T2L_N4_AD11P_68,88.681,89.573,,,,,,,,,,,,,,,,,,,,,
68,D10,IOB_X2Y293,IO_L16N_T2U_N7_QBC_AD3N_68,114.817,115.971,,,,,,,,,,,,,,,,,,,,,
68,D11,IOB_X2Y292,IO_L16P_T2U_N6_QBC_AD3P_68,114.353,115.502,,,,,,,,,,,,,,,,,,,,,
68,E12,IOB_X2Y295,IO_L17N_T2U_N9_AD10N_68,91.592,92.513,,,,,,,,,,,,,,,,,,,,,
68,F12,IOB_X2Y294,IO_L17P_T2U_N8_AD10P_68,91.792,92.715,,,,,,,,,,,,,,,,,,,,,
68,C11,IOB_X2Y297,IO_L18N_T2U_N11_AD2N_68,114.716,115.869,,,,,,,,,,,,,,,,,,,,,
68,D12,IOB_X2Y296,IO_L18P_T2U_N10_AD2P_68,110.206,111.313,,,,,,,,,,,,,,,,,,,,,
68,C6,IOB_X2Y300,IO_L19N_T3L_N1_DBC_AD9N_68,144.022,145.470,,,,,,,,,,,,,,,,,,,,,
68,C7,IOB_X2Y299,IO_L19P_T3L_N0_DBC_AD9P_68,143.882,145.328,,,,,,,,,,,,,,,,,,,,,
68,B8,IOB_X2Y302,IO_L20N_T3L_N3_AD1N_68,139.567,140.970,,,,,,,,,,,,,,,,,,,,,
68,B9,IOB_X2Y301,IO_L20P_T3L_N2_AD1P_68,135.070,136.427,,,,,,,,,,,,,,,,,,,,,
68,B6,IOB_X2Y303,IO_L21P_T3L_N4_AD8P_68,147.477,148.960,,,,,,,,,,,,,,,,,,,,,
68,B10,IOB_X2Y305,IO_L22P_T3U_N6_DBC_AD0P_68,126.804,128.079,,,,,,,,,,,,,,,,,,,,,
68,B11,IOB_X2Y309,IO_L24P_T3U_N10_68,122.128,123.356,,,,,,,,,,,,,,,,,,,,,
68,F9,,VCCO_68,,,,,,,,,,,,,,,,,,,,,VCCO_68,1.20,
68,G12,,VCCO_68,,,,,,,,,,,,,,,,,,,,,VCCO_68,1.20,
68,J12,,VREF_68,,,,,,,,,,,,,,,,,,,,,,,
68,K11,,VCCO_68,,,,,,,,,,,,,,,,,,,,,VCCO_68,1.20,
87,N12,IOB_X3Y209,IO_L1N_AD11N_87,66.322,66.989,,,,,,,,,,,,,,,,,,,,,
87,P12,IOB_X3Y208,IO_L1P_AD11P_87,58.224,58.810,,,,,,,,,,,,,,,,,,,,,
87,N8,IOB_X3Y211,IO_L2N_AD10N_87,82.500,83.329,,,,,,,,,,,,,,,,,,,,,
87,N9,IOB_X3Y210,IO_L2P_AD10P_87,75.544,76.303,,,,,,,,,,,,,,,,,,,,,
87,M12,IOB_X3Y213,IO_L3N_AD9N_87,57.497,58.075,,,,,,,,,,,,,,,,,,,,,
87,N13,IOB_X3Y212,IO_L3P_AD9P_87,63.627,64.267,,,,,,,,,,,,,,,,,,,,,
87,M11,IOB_X3Y215,IO_L4N_AD8N_87,67.455,68.133,,,,,,,,,,,,,,,,,,,,,
87,N11,IOB_X3Y214,IO_L4P_AD8P_87,61.116,61.730,,,,,,,,,,,,,,,,,,,,,
87,M8,IOB_X3Y217,IO_L5N_HDGC_AD7N_87,82.236,83.063,,,,,,,,,,,,,,,,,,,,,
87,M9,IOB_X3Y216,IO_L5P_HDGC_AD7P_87,81.363,82.181,,,,,,,,,,,,,,,,,,,,,
87,L10,IOB_X3Y219,IO_L6N_HDGC_AD6N_87,70.627,71.337,,,,,,,,,,,,,,,,,,,,,
87,M10,IOB_X3Y218,IO_L6P_HDGC_AD6P_87,70.395,71.102,,,,,,,,,,,,,,,,,,,,,
87,K8,IOB_X3Y235,IO_L7N_HDGC_AD5N_87,86.579,87.450,,,,,,,,,,,,,,,,,,,,,
87,L8,IOB_X3Y234,IO_L7P_HDGC_AD5P_87,85.284,86.141,,,,,,,,,,,,,,,,,,,,,
87,J9,IOB_X3Y237,IO_L8N_HDGC_AD4N_87,90.139,91.045,,,,,,,,,,,,,,,,,,,,,
87,K9,IOB_X3Y236,IO_L8P_HDGC_AD4P_87,89.663,90.564,,,,,,,,,,,,,,,,,,,,,
87,J6,IOB_X3Y239,IO_L9N_AD3N_87,100.937,101.952,,,,,,,,,,,,,,,,,,,,,
87,J7,IOB_X3Y238,IO_L9P_AD3P_87,100.324,101.332,,,,,,,,,,,,,,,,,,,,,
87,G6,IOB_X3Y241,IO_L10N_AD2N_87,110.429,111.539,,,,,,,,,,,,,,,,,,,,,
87,G7,IOB_X3Y243,IO_L11N_AD1N_87,100.876,101.890,,,,,,,,,,,,,,,,,,,,,
87,G8,IOB_X3Y245,IO_L12N_AD0N_87,94.930,95.884,,,,,,,,,,,,,,,,,,,,,
87,H8,IOB_X3Y244,IO_L12P_AD0P_87,91.423,92.342,,,,,,,,,,,,,,,,,,,,,
87,J8,,VCCO_87,,,,,,,,,,,,,,,,,,,,,VCCO_87,3.30,
87,N10,,VCCO_87,,,,,,,,,,,,,,,,,,,,,VCCO_87,3.30,
88,D1,IOB_X3Y261,IO_L1N_AD15N_88,147.020,148.497,,,,,,,,,,,,,,,,,,,,,
88,E1,IOB_X3Y260,IO_L1P_AD15P_88,142.765,144.200,,,,,,,,,,,,,,,,,,,,,
88,B1,IOB_X3Y263,IO_L2N_AD14N_88,159.555,161.159,,,,,,,,,,,,,,,,,,,,,
88,C1,IOB_X3Y262,IO_L2P_AD14P_88,155.259,156.820,,,,,,,,,,,,,,,,,,,,,
88,A2,IOB_X3Y265,IO_L3N_AD13N_88,167.387,169.069,,,,,,,,,,,,,,,,,,,,,
88,A3,IOB_X3Y264,IO_L3P_AD13P_88,169.513,171.217,,,,,,,,,,,,,,,,,,,,,
88,E2,IOB_X3Y267,IO_L4N_AD12N_88,142.597,144.031,,,,,,,,,,,,,,,,,,,,,
88,E3,IOB_X3Y266,IO_L4P_AD12P_88,142.203,143.632,,,,,,,,,,,,,,,,,,,,,
88,C2,IOB_X3Y269,IO_L5N_HDGC_88,141.351,142.772,,,,,,,,,,,,,,,,,,,,,
88,D2,IOB_X3Y268,IO_L5P_HDGC_88,142.287,143.717,,,,,,,,,,,,,,,,,,,,,
88,B3,IOB_X3Y271,IO_L6N_HDGC_88,145.489,146.951,,,,,,,,,,,,,,,,,,,,,
88,C3,IOB_X3Y270,IO_L6P_HDGC_88,145.883,147.349,,,,,,,,,,,,,,,,,,,,,
88,B4,IOB_X3Y287,IO_L7N_HDGC_88,142.885,144.321,,,,,,,,,,,,,,,,,,,,,
88,C4,IOB_X3Y286,IO_L7P_HDGC_88,142.200,143.629,,,,,,,,,,,,,,,,,,,,,
88,D4,IOB_X3Y289,IO_L8N_HDGC_88,124.293,125.542,,,,,,,,,,,,,,,,,,,,,
88,E4,IOB_X3Y288,IO_L8P_HDGC_88,123.999,125.245,,,,,,,,,,,,,,,,,,,,,
88,F4,IOB_X3Y291,IO_L9N_AD11N_88,117.513,118.694,,,,,,,,,,,,,,,,,,,,,
88,F5,IOB_X3Y290,IO_L9P_AD11P_88,116.158,117.326,,,,,,,,,,,,,,,,,,,,,
88,A5,IOB_X3Y293,IO_L10N_AD10N_88,142.207,143.636,,,,,,,,,,,,,,,,,,,,,
88,B5,IOB_X3Y292,IO_L10P_AD10P_88,137.764,139.149,,,,,,,,,,,,,,,,,,,,,
88,D5,IOB_X3Y295,IO_L11N_AD9N_88,119.407,120.607,,,,,,,,,,,,,,,,,,,,,
88,D6,IOB_X3Y294,IO_L11P_AD9P_88,121.991,123.217,,,,,,,,,,,,,,,,,,,,,
88,E5,IOB_X3Y297,IO_L12N_AD8N_88,117.492,118.673,,,,,,,,,,,,,,,,,,,,,
88,F6,IOB_X3Y296,IO_L12P_AD8P_88,116.357,117.526,,,,,,,,,,,,,,,,,,,,,
88,D3,,VCCO_88,,,,,,,,,,,,,,,,,,,,,VCCO_88,,
88,E6,,VCCO_88,,,,,,,,,,,,,,,,,,,,,VCCO_88,,
223,AP3,GTHE4_CHANNEL_X0Y0,MGTHRXN0_223,121.124,122.341,,,,,,,,,,,,,,,,,,,,,
223,AP4,GTHE4_CHANNEL_X0Y0,MGTHRXP0_223,121.034,122.251,,,,,,,,,,,,,,,,,,,,,
223,AN5,GTHE4_CHANNEL_X0Y0,MGTHTXN0_223,111.208,112.326,,,,,,,,,,,,,,,,,,,,,
223,AN6,GTHE4_CHANNEL_X0Y0,MGTHTXP0_223,111.382,112.501,,,,,,,,,,,,,,,,,,,,,
223,AD7,GTHE4_COMMON_X0Y0,MGTREFCLK0N_223,51.662,52.181,,,,,,,,,,,,,,,,,,,,,
223,AD8,GTHE4_COMMON_X0Y0,MGTREFCLK0P_223,52.065,52.588,,,,,,,,,,,,,,,,,,,,,
223,AN1,GTHE4_CHANNEL_X0Y1,MGTHRXN1_223,129.188,130.486,,,,,,,,,,,,,,,,,,,,,
223,AN2,GTHE4_CHANNEL_X0Y1,MGTHRXP1_223,129.026,130.323,,,,,,,,,,,,,,,,,,,,,
223,AM3,GTHE4_CHANNEL_X0Y1,MGTHTXN1_223,123.192,124.430,,,,,,,,,,,,,,,,,,,,,
223,AM4,GTHE4_CHANNEL_X0Y1,MGTHTXP1_223,123.317,124.557,,,,,,,,,,,,,,,,,,,,,
223,AC9,GTHE4_COMMON_X0Y0,MGTREFCLK1N_223,38.257,38.642,,,,,,,,,,,,,,,,,,,,,
223,AC10,GTHE4_COMMON_X0Y0,MGTREFCLK1P_223,38.147,38.531,,,,,,,,,,,,,,,,,,,,,
223,AL1,GTHE4_CHANNEL_X0Y2,MGTHRXN2_223,128.792,130.086,,,,,,,,,,,,,,,,,,,,,
223,AL2,GTHE4_CHANNEL_X0Y2,MGTHRXP2_223,128.611,129.903,,,,,,,,,,,,,,,,,,,,,
223,AL5,GTHE4_CHANNEL_X0Y2,MGTHTXN2_223,106.654,107.726,,,,,,,,,,,,,,,,,,,,,
